"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,5.87235135126666,0.29,0.005,0,"15","CRLF2"
0,14.5805525306408,0.309,0,0,"17","MUC7"
0,12.9093212933934,0.109,0,0,"17","CRISP2"
0,12.8913910341926,0.273,0,0,"17","CHST9"
0,11.742652156984,0.436,0.001,0,"17","PIP"
0,11.4550213769965,0.818,0.013,0,"17","ZG16B"
0,11.2377171554587,0.127,0,0,"17","C6orf58"
0,11.0634160312118,0.636,0.001,0,"17","CRISP3"
0,11.0395876971783,0.236,0.001,0,"17","STATH"
1.68319358105533e-90,11.0080698060849,0.255,0.008,4.54613754307235e-86,"17","FDCSP"
0,10.9988151812826,0.691,0.009,0,"17","PRR4"
0,10.9301923366358,0.164,0,0,"17","SCGB2A1"
0,10.7680742746373,0.309,0.003,0,"17","SCGB3A1"
0,10.5722411837661,0.164,0,0,"17","ENTPD8"
0,10.5636060050387,0.109,0,0,"17","CCDC160"
0,10.405906280102,0.491,0.005,0,"17","MUC5B"
0,12.9928378928302,0.118,0,0,"16","GPR182"
0,10.3487536619859,0.842,0.007,0,"16","CCL21"
0,9.74889496785797,0.487,0,0,"16","RELN"
0,9.42957506488772,0.112,0,0,"16","KCNIP1"
0,9.26359928892358,0.349,0,0,"16","MSMP"
0,8.99611989515469,0.283,0.001,0,"16","LINC01583"
0,8.87873897456151,0.105,0,0,"16","NTS"
0,8.87017944537237,0.809,0.008,0,"16","PROX1"
0,8.85740771239138,0.191,0,0,"16","SLC6A17"
0,8.76573335469971,0.224,0.002,0,"16","PAEP"
0,8.41884010782818,0.145,0,0,"16","ART4"
0,8.20608084368219,0.178,0,0,"16","LRRC38"
7.95085077641076e-243,8.1800636235147,0.105,0.001,2.14744528620078e-238,"16","LCN1"
0,8.11455182259782,0.289,0.001,0,"16","LINC00636"
0,7.91062955251794,0.217,0.001,0,"16","AL009178.2"
