"spatial_sample_id","permutation_id","permuted_median_distance","observed_median_distance"
"All_spots",603,204.156802482798,222.389298303673
"All_spots",604,204.266982158155,222.389298303673
"All_spots",605,199.323857076869,222.389298303673
"All_spots",606,204.156802482798,222.389298303673
"All_spots",607,204.156802482798,222.389298303673
"All_spots",608,198.929635801205,222.389298303673
"All_spots",609,198.010100752462,222.389298303673
"All_spots",610,204.156802482798,222.389298303673
"All_spots",611,206.118897726531,222.389298303673
"All_spots",612,201.03979705521,222.389298303673
"All_spots",613,206.421898063166,222.389298303673
"All_spots",614,204.1984329029,222.389298303673
"All_spots",615,198.010100752462,222.389298303673
"All_spots",616,194.288445358956,222.389298303673
"All_spots",617,201.955440629858,222.389298303673
"All_spots",618,208.722303551872,222.389298303673
"All_spots",619,202.474689776278,222.389298303673
"All_spots",620,207.992788336519,222.389298303673
"All_spots",621,198.929635801205,222.389298303673
"All_spots",622,175.567650778838,222.389298303673
"All_spots",623,211.879682839106,222.389298303673
"All_spots",624,204.120062708201,222.389298303673
"All_spots",625,198.736005796635,222.389298303673
"All_spots",626,199.672231419394,222.389298303673
"All_spots",627,198.929635801205,222.389298303673
