"vertex_id","UMAP_1","UMAP_2"
"Y_123",0.452265493332827,-6.37684396558884
"Y_124",-12.8856787162285,2.21890274278197
"Y_125",3.2871275303889,11.3505910433801
"Y_126",-1.47259089099425,-12.204422947586
"Y_127",4.41728508191567,4.67445247992351
"Y_128",5.10199511699506,6.4765435595144
"Y_129",-12.9588877335142,2.965948953227
"Y_130",6.83618945039287,-8.39854907670021
"Y_131",-12.8295482042654,2.43884655213295
"Y_132",5.72789126645999,7.87462244607992
"Y_133",8.1713723470166,-7.60463539861554
"Y_134",-10.6698341602449,4.61428053382478
"Y_135",-12.0699231696247,3.53874563999496
"Y_136",-12.0623120688953,3.88094499070062
"Y_137",9.9567275642965,-1.79464725593689
"Y_138",-10.4223949902021,4.68572472516999
"Y_139",2.99213602471275,11.7440560189291
"Y_140",5.4949578920605,-4.94987899323291
"Y_141",-4.97687830163453,-8.73346743511736
"Y_142",-11.7605208419529,3.85705459402087
"Y_143",-4.61573371669923,10.9735166459492
"Y_144",-8.599050960259,0.0801511061614437
"Y_145",4.91263137059928,4.81252916531983
"Y_146",-1.57391311841033,-12.0754515957202
"Y_147",-11.6838144101735,4.62451425068443
"Y_148",-11.4094859714834,4.38176447127129
"Y_149",5.70266717800953,6.14731008833169
"Y_150",7.68476458214582,-6.01698783100876
"Y_151",-10.8087162354212,4.8050384066783
"Y_152",-3.24046146139408,-9.98882351850843
"Y_153",-7.92193877818774,4.61357471626737
"Y_154",4.18542686526084,8.43663077948602
"Y_155",-3.15827816153833,5.56937621391895
"Y_156",-13.415320506754,2.442312687039
"Y_157",4.87018977710738,7.5924248312862
"Y_158",4.42907277508287,4.47204600107059
"Y_159",2.99957390830083,-3.142734850064
"Y_160",-12.2864328651687,2.80755579442759
"Y_161",-9.99391412752902,4.84141485464428
"Y_162",-9.13583344185518,4.90796703627168
"Y_163",-7.38361052341417,10.7488260829242
"Y_164",5.05861669995336,5.0750690964223
"Y_165",-11.025082528426,4.11305609902965
"Y_166",4.98648367750832,8.18326177442254
"Y_167",-13.1065705626964,2.20693879254786
"Y_168",-7.8119585574425,4.4404731277189
"Y_169",6.11458905761146,11.7852100425151
"Y_170",6.60558439177543,13.1676043747051
"Y_171",7.17558397670537,-7.65516434489787
"Y_172",-4.7273050136436,9.92895111708543
"Y_173",-13.3135674311001,2.33979277596245
"Y_174",-3.92200086000978,12.220214435585
"Y_175",6.70224186553415,12.1662107817269
"Y_176",4.29622937764884,9.9070154764145
"Y_177",4.2908859718151,8.21240823734702
"Y_178",5.37653976978641,6.17111271656139
"Y_179",6.54603773105473,12.6752906355166
"Y_180",7.22846545896919,-5.69724382972193
"Y_181",-13.2488017707445,2.75549123123578
"Y_182",5.24497124584816,5.43267685511325
"Y_183",-4.87227523391284,-9.07383732134364
"Y_184",-4.54016857614373,10.4819434287821
"Y_185",-9.26246806876703,4.88397891126824
"Y_186",-12.7875499188354,3.21597900673845
"Y_187",-8.75416926601886,4.77166842412638
"Y_188",-8.41381149046784,4.71821285393685
"Y_189",-9.6192910471575,4.81946998419464
"Y_190",-5.28199241905804,-8.27888013322771
"Y_191",6.93710395415818,-4.84898655875671
"Y_192",-10.2251208487115,4.73381298731604
"Y_193",5.24387137091969,8.07206388332952
"Y_194",-4.42884468033991,11.5125060994027
"Y_195",1.72351668264572,6.68585282649465
"Y_196",8.19434514506153,-7.97976894684141
"Y_197",0.80070772941947,2.29978422137748
"Y_198",3.11607125902278,11.6124180142922
"Y_199",3.06858110259716,11.666206476949
"Y_200",5.4642836267568,8.00854084307513
"Y_201",5.8354447219379,7.69159447102269
"Y_202",7.77883285576562,-6.95736811221634
"Y_203",9.60171086703244,-0.9748953678062
"Y_204",-8.48344486057766,1.0024061700957
"Y_205",6.68505091229365,6.01377286464509
"Y_206",-1.8718727444883,10.8748026480302
"Y_207",6.53396409681132,-2.86665171002501
"Y_208",9.03031983101587,-2.00520604511438
"Y_209",-3.19562355283588,6.64926544446784
"Y_210",7.62812703134539,-7.0333953526721
"Y_211",2.49322408263801,6.67432299028046
"Y_212",-8.73762511075527,2.18993680277583
"Y_213",9.7628629474807,-1.38487844666154
"Y_214",2.40604883571401,7.52862869332564
"Y_215",7.83953020637321,-7.2741722044355
"Y_216",10.0022229166351,-0.6636308446732
"Y_217",6.39074002776901,-2.95066513998397
"Y_218",-8.59551572854576,0.575198105683043
"Y_219",4.93928344176572,11.0232085640909
"Y_220",5.52693624968859,11.404209303303
"Y_221",6.6330944030359,-2.4290185319355
"Y_222",2.49529459640936,7.76784107765433
"Y_223",-8.62530030382771,1.65224519840482
"Y_224",1.7304942027632,6.97547804953804
"Y_225",-8.48453440675373,1.47142333492681
"Y_226",-8.33648371434382,0.788735028623734
"Y_227",2.66871404737807,-2.42703009155302
"Y_228",-9.13512058422406,-1.12045930053292
"Y_229",-7.82756682154012,3.68193274538945
"Y_230",-6.96868282539409,3.27548413647607
"Y_231",9.26911928310912,-1.74545698399517
"Y_232",2.63130274701792,7.90642829499314
"Y_233",3.18841737001188,7.86013443053948
"Y_234",7.27473699002619,-7.24487326642697
"Y_235",3.25449811568607,7.59883305696462
"Y_236",6.71495836158189,-2.60758887086501
"Y_237",2.26807498689874,4.1139968794671
"Y_238",7.60001507484289,-7.35185522904082
"Y_239",9.5154446959601,-3.62058151898536
"Y_240",2.03282159656539,5.8438245182495
"Y_241",8.62770181042541,-4.17199756555089
"Y_242",5.82948618718665,-4.28512485501115
"Y_243",5.85696603543959,-5.51365848816501
"Y_244",-0.656328318903214,-9.33073073730229
"Y_245",4.8360171659357,-2.00168582835965
"Y_246",-1.86843448163821,10.8219007395239
"Y_247",-1.9369308093771,-11.1843156886795
"Y_248",9.64358531872697,-3.27978381252362
"Y_249",10.1393061049536,-2.54995230584718
"Y_250",1.23602049609474,-5.39959755170983
"Y_251",5.98412509430673,-4.26141189525254
"Y_252",4.60881417074574,-2.13160364789184
"Y_253",4.65227557166886,-2.04984813693445
"Y_254",0.664278667078981,-5.55073428234435
"Y_255",-2.18130756507636,-12.2595999517654
"Y_256",1.78203017583097,6.30316459042052
"Y_257",5.6966716681874,-5.46519187256806
