"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
2.7757588589491e-98,2.57370165128936,0.621,0.134,7.49704710213563e-94,"1","KIF18A"
7.75835363331241e-152,2.54343031511609,0.895,0.242,2.09545373282135e-147,"1","BRCA2"
2.47394702312355e-127,2.53882094772159,0.78,0.191,6.68188351475438e-123,"1","RAD51AP1"
2.25197797855763e-17,2.53605400408475,0.122,0.024,6.08236732228631e-13,"1","ABCG2"
4.9335577048747e-68,2.53149050432081,0.47,0.102,1.33250460050961e-63,"1","MYBL1"
3.00183138810081e-21,2.52781159278286,0.155,0.032,8.10764639612147e-17,"1","PIMREG"
1.77803430855397e-100,2.44598886468065,0.663,0.152,4.80229286397343e-96,"1","KIF14"
4.79283413924798e-129,2.42849228544401,0.838,0.235,1.29449657266949e-124,"1","BRCA1"
1.91513614371991e-60,2.41360716022046,0.413,0.086,5.17259121057311e-56,"1","EXO1"
5.77791436945348e-77,2.39679646487716,0.604,0.166,1.56055689204569e-72,"1","AURKA"
9.38300547966703e-62,2.39616823748761,0.494,0.129,2.53425595000327e-57,"1","CDC45"
8.2458915893064e-200,9.04038674484729,0.529,0.001,2.22713285935577e-195,"2","HLA-DQA2"
2.34355199938083e-100,8.5726138787594,0.339,0.013,6.32969959512768e-96,"2","MUCL1"
6.20344792107752e-46,8.27336770258882,0.125,0,1.67548924900383e-41,"2","RPTN"
2.78254690016166e-112,8.13983914464906,0.311,0.001,7.51538092264662e-108,"2","FETUB"
1.94622686594177e-48,8.11647036559939,0.131,0,5.25656414222213e-44,"2","C6orf15"
3.30271399792342e-37,7.81627607669623,0.1,0,8.92030023699138e-33,"2","KRT2"
6.04017308632987e-51,7.12263430513099,0.138,0,1.63139034888684e-46,"2","CYP4Z1"
1.44431729379341e-133,7.0912570111562,0.522,0.039,3.90095657880661e-129,"2","UNC5B-AS1"
1.32744005108733e-147,6.937078718571,0.446,0.009,3.58528283398177e-143,"2","VNN3"
1.94622686594177e-48,6.75781935894123,0.131,0,5.25656414222213e-44,"2","AL033397.1"
2.10248783197034e-35,6.51505567070247,0.104,0.001,5.67860938536869e-31,"2","FLG2"
1.31466936540981e-73,6.47475067891068,0.242,0.007,3.55079048903534e-69,"2","SPRR2B"
2.03932175602468e-141,6.44790555491876,0.505,0.027,5.50800413084706e-137,"2","CHI3L2"
