"gene","distance","Z","FC","p.value","p.adj","target_gene","perturbation","significant","direction","minus_log10_fdr"
"TMEM45B",2.52068017084752e-11,-0.979184325190323,7.11523350320362e-10,0.999978716912038,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"SLAMF9",2.45150982864211e-11,-0.983416127024178,6.73009112562149e-10,0.999979300944274,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"KLK11",2.437673273006e-11,-0.984274911414676,6.65433496383865e-10,0.999979417771722,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"SPRR1B",2.43134066499072e-11,-0.984669348848354,6.61980649729806e-10,0.999979471240406,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"AL603756.1",2.37782260262664e-11,-0.988038480423987,6.33158685842428e-10,0.999979923114326,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"TMEM171",2.30753288692018e-11,-0.992563682623061,5.96278933045694e-10,0.99998051659787,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"NMU",2.29787169139683e-11,-0.993194878127418,5.91296375458065e-10,0.99998059817112,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"HIST1H1D",2.2094483580358e-11,-0.999080119158415,5.46665136103703e-10,0.999981344763887,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"H19",2.16067856993911e-11,-1.00241311202395,5.22798094690226e-10,0.99998175654627,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"PCSK9",2.12454417146533e-11,-1.00492446458536,5.05458142425933e-10,0.999982061643121,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"LINC02195",2.08823986543208e-11,-1.00748480149055,4.88331154059259e-10,0.999982368174567,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"HIST1H2BG",1.97839254772404e-11,-1.01547134193245,4.38307197147549e-10,0.999983295658408,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"AC114977.1",1.94493732218468e-11,-1.01797931516162,4.23608716197385e-10,0.999983578133954,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"KLRD1",1.87586741947385e-11,-1.02327646725658,3.94056003247401e-10,0.99998416131814,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"GLDC",1.87544700923494e-11,-1.02330921847704,3.93879395228399e-10,0.999984164867828,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"RYR1",1.76691031620016e-11,-1.03198312283839,3.49609060955953e-10,0.999985081285552,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"GPR171",1.67081562057264e-11,-1.04005300290708,3.12615653715739e-10,0.999985892650629,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"LY9",1.66596361856141e-11,-1.04047093202629,3.10802635723392e-10,0.999985933617978,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"S100A8",1.60436114295379e-11,-1.04586995622952,2.88242447683404e-10,0.999986453751759,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"LRRC75A",1.52686262097958e-11,-1.05292068271627,2.6106797087838e-10,0.999987108102072,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"SLC11A1",1.50609272257529e-11,-1.05486241448457,2.54013668764742e-10,0.999987283470443,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
